trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.7, 'e': 3.0189590629151068e-05}",20,10,17.766097913492107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.7, 'e': 2.986055122577563e-05}",20,12,15.174620606052345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.7, 'e': 2.953686200378072e-05}",20,0,32.595543195907936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.7, 'e': 2.9218407596785974e-05}",30,4,40.15945660545609,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.7, 'e': 2.8905075731298415e-05}",30,13,30.49733442533411,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.7, 'e': 2.8596757127741712e-05}",20,3,30.444204082392872,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.7, 'e': 2.8293345405160706e-05}",25,5,38.21480462940025,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.7, 'e': 2.7994736989445986e-05}",20,0,13.978660869515299,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
190,False,"{'a': 0.7, 'e': 2.7700831024930747e-05}",20,0,31.038564463334268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.7, 'e': 2.7411529289219047e-05}",30,9,32.23212302022668,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 2.712673611111111e-05}",20,8,21.616943729890096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.7, 'e': 2.684635829149776e-05}",30,12,32.295266603997334,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.7, 'e': 2.6570305027101713e-05}",20,12,15.04507801632101,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 2.6298487836949376e-05}",20,0,29.634315913055172,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.7, 'e': 2.6030820491461892e-05}",30,18,21.55828071840188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.7, 'e': 2.5767218944059367e-05}",20,9,19.12805068446584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.7, 'e': 2.5507601265177022e-05}",30,6,41.219419676388775,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 2.52518875785965e-05}",25,7,31.363408715546047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 2.5e-05}",25,10,29.96569094651785,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 2.475186257765897e-05}",20,11,16.259054964989286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 2.450740123517302e-05}",20,2,32.82037996509486,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 2.4266543716178503e-05}",25,7,31.237885280560125,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 2.4029219530949635e-05}",30,12,29.54392451555569,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.7, 'e': 2.3795359904818562e-05}",30,18,22.770013917146816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 2.356489772834386e-05}",30,17,21.457589063729813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 2.3337767509160075e-05}",25,0,34.480018291568804,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.7, 'e': 2.3113905325443786e-05}",25,2,40.31058961743145,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.7, 'e': 2.2893248780934502e-05}",25,7,27.910682241040558,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 2.2675736961451248e-05}",20,16,9.449795498071417,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.7, 'e': 2.246131039284832e-05}",25,3,33.39519906359309,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.7, 'e': 2.2249911000356e-05}",35,24,19.606852451615982,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.7, 'e': 2.2041482069254335e-05}",35,20,26.14325028164935,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.7, 'e': 2.1835968206830292e-05}",20,0,27.752449274270962,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.7, 'e': 2.1633315305570577e-05}",25,11,23.0055668837898,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 2.143347050754458e-05}",20,8,22.699610036904794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.7, 'e': 2.123638216993353e-05}",25,10,29.03257391753583,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 2.1041999831664002e-05}",35,17,29.85766605732927,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 2.085027418110548e-05}",20,0,25.389902087740754,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 2.066115702479339e-05}",25,11,23.221927877998958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 2.047460125714052e-05}",25,13,22.38714304552555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 2.029056083110137e-05}",20,8,20.694468893619806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 2.0108990729755272e-05}",20,3,25.67026552826736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 1.992984693877551e-05}",20,11,13.363613922204415,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7, 'e': 1.9753086419753087e-05}",30,16,26.628148046449844,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7, 'e': 1.9578667084344897e-05}",30,12,28.548323514548024,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7, 'e': 1.9406547769217335e-05}",20,3,27.57288640835009,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 1.9236688211757463e-05}",25,8,28.131273424308382,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.7, 'e': 1.9069049026525047e-05}",20,8,23.287919971459353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 1.8903591682419658e-05}",20,0,27.435102840186236,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.7, 'e': 1.874027848053822e-05}",25,10,23.322879681233452,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 1.8579072532699166e-05}",20,8,13.500944732365639,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.7, 'e': 1.8419937740610438e-05}",20,0,4.821747956714498,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
234,False,"{'a': 0.7, 'e': 1.826283877565929e-05}",35,21,23.32972381650354,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.7, 'e': 1.8107741059302852e-05}",20,14,10.60426919615805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 1.795461074403907e-05}",25,13,17.07325347323722,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7, 'e': 1.780341469493849e-05}",20,12,14.690309356802796,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 1.76541204717181e-05}",30,16,22.90680967446893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 1.7506696311339088e-05}",20,8,21.971700935057275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7, 'e': 1.736111111111111e-05}",25,2,34.738251330490314,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 1.721733441228629e-05}",25,0,39.335402647368966,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.7, 'e': 1.7075336384126766e-05}",25,4,30.072360668887875,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7, 'e': 1.6935087808430286e-05}",20,0,32.1654658731042,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.7, 'e': 1.679656006449879e-05}",20,14,11.821864193160433,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7, 'e': 1.665972511453561e-05}",20,11,19.563621220140803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 1.6524555489457333e-05}",20,10,19.624678057121645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7, 'e': 1.6391024275106952e-05}",35,14,42.52826212560748,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.7, 'e': 1.625910509885536e-05}",30,17,22.57161370849152,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7, 'e': 1.6128772116578765e-05}",20,7,21.90201505306292,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.7, 'e': 1.6e-05}",20,0,32.441071932043755,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.7, 'e': 1.5872763924382153e-05}",25,18,16.56344253847819,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7, 'e': 1.5747039556563368e-05}",25,8,30.4019148755148,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.7, 'e': 1.5622803043322032e-05}",20,9,19.429668887648564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 1.5500031000062e-05}",20,0,28.85757688999796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.7, 'e': 1.5378700499807768e-05}",20,11,14.252117336323298,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 1.52587890625e-05}",20,8,22.655336015264734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.7, 'e': 1.5140274644582053e-05}",25,13,23.19913668890078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.7, 'e': 1.5023135628868457e-05}",25,8,31.540534693939247,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 1.4907350814686721e-05}",25,10,27.317836869025953,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7, 'e': 1.4792899408284024e-05}",25,10,23.51931341121876,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7, 'e': 1.46797610134907e-05}",30,3,45.09715061586462,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7, 'e': 1.4567915622632714e-05}",25,6,8.906477695317326,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.7, 'e': 1.4457343607685523e-05}",25,4,29.000188915139248,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 1.4348025711662075e-05}",30,22,14.926280578450164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 1.423994304022784e-05}",20,7,20.540327465099665,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 1.4133077053536096e-05}",20,10,18.964867951123647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 1.4027409558276873e-05}",20,0,32.886348023100545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.7, 'e': 1.392292269993317e-05}",30,12,30.561632657002207,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 1.3819598955238318e-05}",25,9,25.25238767891513,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.7, 'e': 1.3717421124828532e-05}",25,15,17.067512322983273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7, 'e': 1.3616372326084885e-05}",20,0,32.85355812199198,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.7, 'e': 1.351643598615917e-05}",20,3,28.299287498504,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 1.3417595835178253e-05}",25,11,25.105210763419716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 1.3319835899621716e-05}",25,11,-17.2431148391996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.7, 'e': 1.3223140495867768e-05}",20,10,21.434524449774635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 1.312749422390254e-05}",30,19,21.366357198355626,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 1.3032881961188077e-05}",20,0,32.29630733466675,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.7, 'e': 1.2939288856684436e-05}",20,0,30.211152304593867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.7, 'e': 1.2846700325021518e-05}",20,12,15.05813530342892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 1.2755102040816327e-05}",20,10,18.382986785172783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 1.2664479933131545e-05}",20,5,28.862270747406967,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 1.2574820180071425e-05}",20,9,16.517312540894036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 1.2486109203511094e-05}",25,4,34.646404079757716,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 1.2398333663955564e-05}",25,13,25.42489433510312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 1.2311480455524777e-05}",20,16,8.690912877706769,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 1.2225536701061176e-05}",35,10,38.713697037765215,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 1.2140489747356409e-05}",20,8,22.047893641610624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 1.2056327160493826e-05}",25,1,43.99499439767146,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 1.1973036721303624e-05}",20,8,20.104229778739853,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 1.1890606420927467e-05}",25,1,34.59790371253877,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.7, 'e': 1.1809024456489649e-05}",25,13,16.529582177039096,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 1.1728279226871834e-05}",35,0,56.33901242117952,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.7, 'e': 1.1648359328588568e-05}",20,8,21.664130523352405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 1.156925355176084e-05}",25,3,33.98069737204745,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 1.1490950876185005e-05}",25,2,38.27981925649062,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 1.1413440467494522e-05}",20,9,23.192420639926226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 1.1336711673412011e-05}",20,10,17.86891440841199,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 1.1260754020089185e-05}",30,20,15.743393536517688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 1.1185557208532343e-05}",25,13,26.37331947316701,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 1.1111111111111112e-05}",20,1,25.998239899456383,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7, 'e': 1.1037405768148255e-05}",20,3,30.305202139771442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 1.0964431384588396e-05}",25,6,33.77825800462767,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 1.0892178326743566e-05}",25,9,32.76698761170365,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 1.0820637119113573e-05}",20,16,5.3889789622252104,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.7, 'e': 1.0749798441279227e-05}",25,17,15.986950214255762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 1.0679653124866504e-05}",30,12,33.59104574210894,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 1.0610192150579848e-05}",20,0,21.97122214093043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.7, 'e': 1.0541406645302749e-05}",20,7,23.28187775807588,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 1.0473287879263938e-05}",20,12,16.696888632665566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 1.040582726326743e-05}",20,3,30.143586850835224,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 1.0339016345984843e-05}",20,10,16.632211020550297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 1.027284681130835e-05}",30,17,26.37439190756693,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 1.0207310475762742e-05}",20,9,18.07972065499169,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 1.014239928597509e-05}",25,7,30.07302815959408,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.7, 'e': 1.0078105316200555e-05}",25,0,33.48711726997,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 1.00144207659029e-05}",20,16,8.029025845797335,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.7, 'e': 9.95133795738837e-06}",20,0,33.308360986895124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,2,28.90454102430514,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,12,14.454052511105822,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,4,23.419744506043244,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,17,17.13869738689251,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,11,27.537197797723767,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,13,12.05117542173684,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,12,22.538644654412394,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,16,14.746419794717053,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,11,25.085115872294097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,5,26.329314568418347,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
